CustomerID,Gender,SeniorCitizen,Partner,Dependents,TenureMonths,PhoneService,InternetService,Contract,PaymentMethod,PaperlessBilling,MonthlyCharges,TotalCharges,Churn
CUST-14455,Male,0,No,No,42,Yes,DSL,Month-to-month,Mailed check,Yes,43.64,1818.4,No
CUST-14507,Female,0,No,No,68,Yes,No,Month-to-month,Mailed check,No,21.09,1454.48,Yes
CUST-14488,Female,0,No,No,72,Yes,No,Month-to-month,Credit card (automatic),No,18.26,1339.38,No
CUST-11244,Male,0,No,Yes,3,Yes,DSL,One year,Mailed check,No,52.97,155.11,No
CUST-10075,Female,0,Yes,No,51,Yes,No,One year,Mailed check,No,31.96,1631.73,No
CUST-11078,Female,0,Yes,No,22,No,Fiber optic,Month-to-month,Credit card (automatic),Yes,94.63,2057.43,No
CUST-12209,Male,0,No,Yes,8,Yes,Fiber optic,Month-to-month,Credit card (automatic),No,100.32,791.18,Yes
CUST-12714,Female,0,No,No,5,Yes,No,Month-to-month,Mailed check,Yes,18.0,89.01,No
CUST-10974,Female,0,No,No,30,No,No,Two year,Credit card (automatic),No,34.34,1004.82,No
CUST-12358,Female,1,Yes,No,31,Yes,DSL,Month-to-month,Credit card (automatic),Yes,48.99,1534.27,No
CUST-10917,Female,0,No,No,49,Yes,No,Two year,Mailed check,Yes,30.83,1511.07,No
CUST-11077,Male,0,Yes,No,2,Yes,DSL,Two year,Mailed check,No,47.67,105.43,No
CUST-13151,Female,0,No,Yes,36,Yes,Fiber optic,One year,Mailed check,Yes,79.03,2845.92,Yes
CUST-12781,Female,0,Yes,No,66,Yes,Fiber optic,Two year,Mailed check,Yes,66.55,4386.77,No
CUST-11242,Male,0,Yes,No,65,Yes,DSL,Two year,Mailed check,Yes,63.06,4087.42,No
CUST-10712,Male,0,Yes,Yes,34,Yes,Fiber optic,Month-to-month,Credit card (automatic),Yes,119.83,4094.87,Yes
CUST-12117,Female,1,No,No,11,Yes,DSL,Two year,Electronic check,Yes,63.11,694.21,No
CUST-11530,Female,0,Yes,No,18,Yes,DSL,Month-to-month,Mailed check,Yes,76.89,1363.83,No
CUST-12388,Male,0,Yes,No,31,Yes,DSL,One year,Bank transfer (automatic),No,39.8,1211.7,No
CUST-11464,Male,0,No,No,66,Yes,Fiber optic,Month-to-month,Mailed check,Yes,91.52,6056.0,Yes
CUST-10243,Male,0,Yes,Yes,10,Yes,Fiber optic,One year,Electronic check,No,89.48,928.88,Yes
CUST-12063,Female,0,No,No,72,Yes,No,Month-to-month,Credit card (automatic),No,51.51,3704.13,No
CUST-12739,Female,0,Yes,Yes,60,Yes,DSL,Month-to-month,Electronic check,Yes,72.55,4365.45,No
CUST-11218,Male,0,No,No,42,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),No,72.0,3009.63,Yes
CUST-14632,Female,0,Yes,No,2,Yes,DSL,Month-to-month,Bank transfer (automatic),No,71.8,163.83,Yes
CUST-14187,Female,0,No,No,10,Yes,Fiber optic,One year,Mailed check,Yes,77.23,773.32,No
CUST-12168,Female,0,No,No,59,Yes,Fiber optic,Month-to-month,Mailed check,Yes,89.17,5267.59,Yes
CUST-11208,Male,0,Yes,No,42,Yes,DSL,Month-to-month,Electronic check,Yes,46.46,1933.92,Yes
CUST-10162,Female,0,No,No,36,Yes,Fiber optic,Two year,Mailed check,No,86.52,3119.51,No
CUST-12991,Female,0,Yes,Yes,14,Yes,DSL,Month-to-month,Credit card (automatic),Yes,54.0,774.87,No
CUST-14400,Female,0,Yes,Yes,65,Yes,DSL,One year,Mailed check,No,41.62,2704.93,No
CUST-13435,Male,0,Yes,Yes,18,Yes,DSL,One year,Electronic check,No,57.91,1040.92,No
CUST-13180,Male,0,Yes,No,20,Yes,Fiber optic,Month-to-month,Credit card (automatic),Yes,82.19,1624.19,Yes
CUST-14112,Female,0,Yes,Yes,12,Yes,Fiber optic,Month-to-month,Electronic check,Yes,90.6,1108.86,Yes
CUST-14006,Female,0,No,No,70,Yes,Fiber optic,Month-to-month,Electronic check,Yes,94.82,6619.75,Yes
CUST-10950,Male,0,No,No,8,Yes,Fiber optic,Month-to-month,Electronic check,Yes,79.66,633.39,Yes
CUST-11747,Male,0,Yes,No,58,Yes,DSL,One year,Credit card (automatic),Yes,60.63,3519.38,No
CUST-11836,Female,0,No,No,24,Yes,DSL,Month-to-month,Bank transfer (automatic),No,44.85,1050.38,No
CUST-12721,Male,0,No,No,35,Yes,Fiber optic,Two year,Bank transfer (automatic),Yes,103.74,3592.3,Yes
CUST-12724,Male,0,Yes,Yes,17,Yes,Fiber optic,Month-to-month,Credit card (automatic),No,76.97,1355.81,No
CUST-11640,Female,0,Yes,No,49,Yes,Fiber optic,Month-to-month,Mailed check,Yes,84.54,4108.33,No
CUST-12460,Female,0,No,No,25,Yes,Fiber optic,Month-to-month,Mailed check,Yes,84.7,2124.78,Yes
CUST-11801,Male,1,No,No,59,Yes,Fiber optic,Two year,Credit card (automatic),Yes,77.49,4580.62,No
CUST-13951,Male,1,No,Yes,48,Yes,Fiber optic,Month-to-month,Credit card (automatic),No,93.99,4481.07,No
CUST-11189,Female,0,Yes,No,56,Yes,DSL,Two year,Credit card (automatic),Yes,43.61,2470.8,Yes
CUST-14058,Male,0,Yes,No,72,Yes,Fiber optic,Two year,Electronic check,Yes,67.71,4867.98,No
CUST-13509,Male,0,Yes,No,44,Yes,DSL,Month-to-month,Bank transfer (automatic),No,55.05,2411.49,No
CUST-13040,Male,0,Yes,No,21,No,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,101.91,2140.11,Yes
CUST-12787,Male,0,Yes,No,41,No,DSL,Two year,Bank transfer (automatic),Yes,63.69,2613.64,No
CUST-11602,Female,0,Yes,Yes,12,Yes,Fiber optic,Month-to-month,Mailed check,Yes,58.21,713.72,No
CUST-11905,Female,0,Yes,Yes,12,Yes,Fiber optic,Month-to-month,Electronic check,No,77.96,924.89,Yes
CUST-12768,Male,1,Yes,Yes,67,Yes,Fiber optic,Two year,Mailed check,No,107.53,7253.03,No
CUST-10002,Male,0,Yes,Yes,57,Yes,DSL,Month-to-month,Mailed check,No,69.95,3942.9,No
CUST-10313,Male,0,Yes,Yes,34,Yes,No,Two year,Credit card (automatic),No,18.0,627.77,No
CUST-13756,Male,0,Yes,No,53,Yes,Fiber optic,Month-to-month,Credit card (automatic),Yes,69.22,3658.94,Yes
CUST-12366,Female,0,Yes,No,54,Yes,Fiber optic,Month-to-month,Mailed check,No,57.99,3154.73,Yes
CUST-12886,Female,0,Yes,Yes,7,Yes,DSL,Month-to-month,Bank transfer (automatic),Yes,64.64,478.68,Yes
CUST-14346,Male,0,No,No,50,Yes,Fiber optic,Month-to-month,Credit card (automatic),Yes,71.63,3581.12,No
CUST-10653,Male,0,No,No,12,Yes,Fiber optic,One year,Bank transfer (automatic),No,94.22,1114.44,No
CUST-10956,Female,0,No,Yes,32,Yes,No,Month-to-month,Mailed check,Yes,32.0,999.13,No
CUST-14273,Female,0,Yes,No,10,Yes,No,Two year,Bank transfer (automatic),Yes,21.77,243.54,No
CUST-13295,Female,0,Yes,Yes,7,Yes,No,Month-to-month,Electronic check,No,30.96,221.73,No
CUST-12289,Male,0,Yes,No,48,Yes,DSL,Month-to-month,Bank transfer (automatic),Yes,73.42,3500.68,Yes
CUST-14219,Female,0,Yes,No,25,No,No,Two year,Mailed check,No,42.4,1036.56,No
CUST-12712,Female,0,Yes,No,46,No,Fiber optic,Two year,Mailed check,Yes,90.62,4199.0,No
CUST-13953,Male,0,Yes,No,13,No,DSL,Month-to-month,Bank transfer (automatic),Yes,27.89,384.63,No
CUST-14657,Female,0,Yes,No,66,Yes,Fiber optic,One year,Bank transfer (automatic),Yes,104.73,6927.9,Yes
CUST-14522,Male,1,No,No,25,Yes,Fiber optic,One year,Electronic check,Yes,68.43,1678.32,No
CUST-12700,Male,0,No,No,68,Yes,Fiber optic,One year,Credit card (automatic),Yes,90.94,6166.43,Yes
CUST-10037,Male,0,Yes,No,61,Yes,DSL,Month-to-month,Bank transfer (automatic),No,45.8,2781.15,Yes
CUST-12889,Male,1,No,No,58,No,Fiber optic,Month-to-month,Credit card (automatic),Yes,66.37,3859.59,No
CUST-11344,Male,0,Yes,No,25,Yes,No,Month-to-month,Mailed check,Yes,20.71,521.26,No
CUST-10744,Male,0,Yes,No,21,No,DSL,One year,Mailed check,No,67.93,1409.05,No
CUST-10981,Female,0,Yes,Yes,13,Yes,Fiber optic,Two year,Mailed check,Yes,103.5,1345.33,Yes
CUST-13170,Male,1,No,No,13,Yes,DSL,Month-to-month,Electronic check,No,56.67,716.34,No
CUST-10541,Female,1,Yes,No,10,Yes,No,One year,Bank transfer (automatic),No,36.09,325.56,No
CUST-10533,Male,0,Yes,Yes,23,Yes,No,One year,Bank transfer (automatic),No,19.06,448.63,No
CUST-14342,Female,0,No,No,60,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),No,97.42,5854.55,Yes
CUST-11745,Female,1,No,Yes,4,Yes,DSL,Month-to-month,Mailed check,No,56.11,215.38,No
CUST-13592,Female,0,Yes,No,21,Yes,No,Month-to-month,Credit card (automatic),Yes,18.0,356.71,No
CUST-11627,Male,1,No,Yes,40,Yes,Fiber optic,One year,Electronic check,No,100.43,4017.71,Yes
CUST-11729,Female,0,No,Yes,36,Yes,Fiber optic,Two year,Electronic check,No,71.79,2586.46,No
CUST-13196,Female,0,No,No,34,No,Fiber optic,Month-to-month,Credit card (automatic),No,82.57,2817.13,No
CUST-12224,Female,0,Yes,No,0,Yes,DSL,One year,Electronic check,No,61.21,0.0,Yes
CUST-14530,Male,0,No,No,1,Yes,No,Two year,Credit card (automatic),Yes,23.28,12.61,No
CUST-12801,Female,0,No,No,65,Yes,No,Month-to-month,Electronic check,No,35.98,2310.71,Yes
CUST-14910,Female,0,No,Yes,65,Yes,No,Month-to-month,Credit card (automatic),Yes,18.0,1193.55,No
CUST-12608,Female,0,Yes,No,32,No,DSL,Month-to-month,Electronic check,No,59.98,1940.3,Yes
CUST-10147,Male,0,Yes,Yes,15,Yes,No,Month-to-month,Credit card (automatic),Yes,31.31,425.6,No
CUST-14707,Male,0,No,No,3,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),No,116.22,324.75,No
CUST-11844,Female,0,Yes,No,17,Yes,Fiber optic,Month-to-month,Electronic check,No,93.88,1614.6,Yes
CUST-11195,Male,0,No,Yes,64,Yes,Fiber optic,Two year,Credit card (automatic),No,96.87,6218.29,No
CUST-10362,Male,1,Yes,No,48,Yes,Fiber optic,Month-to-month,Credit card (automatic),Yes,72.7,3483.72,No
CUST-10934,Female,0,No,No,63,Yes,DSL,Month-to-month,Electronic check,No,53.35,3381.3,Yes
CUST-11730,Female,0,Yes,Yes,41,Yes,DSL,Month-to-month,Bank transfer (automatic),Yes,53.74,2197.34,No
CUST-13513,Female,0,Yes,No,70,Yes,Fiber optic,Two year,Credit card (automatic),Yes,84.09,5886.38,No
CUST-12128,Male,0,Yes,No,6,Yes,Fiber optic,Month-to-month,Mailed check,No,81.73,459.25,Yes
CUST-13365,Female,0,No,Yes,1,Yes,DSL,Month-to-month,Electronic check,No,70.32,47.8,No
CUST-11527,Male,0,Yes,Yes,31,Yes,Fiber optic,Month-to-month,Mailed check,Yes,91.53,2844.09,Yes
CUST-12267,Female,0,No,No,65,No,Fiber optic,Two year,Bank transfer (automatic),No,93.49,6076.99,Yes
CUST-13991,Male,0,Yes,Yes,70,Yes,Fiber optic,Month-to-month,Mailed check,Yes,56.46,3908.34,No
CUST-12015,Female,0,Yes,Yes,1,Yes,No,One year,Mailed check,Yes,31.05,52.03,Yes
CUST-13329,Female,0,No,Yes,11,Yes,DSL,Two year,Mailed check,Yes,50.3,579.68,No
CUST-12270,Male,0,No,No,30,Yes,DSL,Month-to-month,Electronic check,Yes,42.43,1283.43,No
CUST-11625,Male,0,No,No,27,Yes,No,Two year,Electronic check,No,22.86,612.76,No
CUST-12725,Female,0,No,Yes,53,Yes,No,Month-to-month,Mailed check,No,36.13,1897.18,Yes
CUST-11420,Male,1,No,Yes,58,Yes,DSL,One year,Credit card (automatic),No,61.29,3541.75,No
CUST-12101,Male,0,No,Yes,36,Yes,DSL,One year,Electronic check,Yes,61.12,2198.3,Yes
CUST-14962,Female,1,No,No,51,Yes,No,Month-to-month,Credit card (automatic),No,18.0,914.86,No
CUST-10070,Female,0,Yes,No,56,Yes,DSL,Two year,Electronic check,No,35.41,1998.44,No
CUST-13699,Male,0,No,No,46,No,No,Month-to-month,Mailed check,Yes,30.18,1358.02,No
CUST-10060,Male,0,No,No,41,Yes,Fiber optic,Month-to-month,Electronic check,Yes,62.91,2569.94,Yes
CUST-12813,Female,1,Yes,Yes,62,Yes,Fiber optic,Two year,Credit card (automatic),Yes,83.35,5179.2,No
CUST-10336,Male,1,No,No,69,Yes,DSL,Month-to-month,Electronic check,Yes,51.83,3586.93,No
CUST-10578,Female,0,Yes,No,18,No,DSL,Month-to-month,Mailed check,Yes,49.84,925.98,Yes
CUST-12582,Female,0,No,No,31,Yes,Fiber optic,Month-to-month,Mailed check,Yes,79.2,2436.6,Yes
CUST-11696,Male,0,No,Yes,47,Yes,DSL,Month-to-month,Electronic check,Yes,69.83,3267.05,Yes
CUST-10662,Male,0,Yes,No,28,Yes,Fiber optic,Month-to-month,Mailed check,Yes,80.24,2244.93,Yes
CUST-13419,Male,0,Yes,No,63,Yes,Fiber optic,Month-to-month,Electronic check,Yes,94.5,5973.87,Yes
CUST-12153,Male,1,Yes,No,45,Yes,Fiber optic,Two year,Electronic check,No,81.72,3672.21,No
CUST-13399,Female,0,Yes,Yes,67,Yes,DSL,One year,Bank transfer (automatic),Yes,53.3,3616.08,No
CUST-11569,Female,1,Yes,Yes,21,No,No,Month-to-month,Mailed check,Yes,31.66,664.88,Yes
CUST-14663,Male,0,Yes,No,66,Yes,DSL,One year,Mailed check,Yes,60.37,3985.51,No
CUST-12810,Male,0,No,No,12,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),No,61.9,765.08,Yes
CUST-11182,Female,0,Yes,No,5,Yes,DSL,Month-to-month,Electronic check,Yes,48.15,230.13,Yes
CUST-13300,Female,0,Yes,No,63,No,DSL,Two year,Electronic check,Yes,62.77,3991.59,Yes
CUST-12626,Female,0,No,No,42,Yes,Fiber optic,Month-to-month,Electronic check,Yes,86.7,3650.26,Yes
CUST-11498,Male,0,Yes,No,0,Yes,Fiber optic,Month-to-month,Credit card (automatic),No,78.26,0.0,No
CUST-10979,Female,0,No,No,12,Yes,DSL,One year,Mailed check,Yes,36.51,386.01,No
CUST-12450,Male,0,No,No,70,Yes,DSL,Two year,Bank transfer (automatic),Yes,69.29,4836.18,Yes
CUST-12103,Female,0,Yes,Yes,59,Yes,Fiber optic,Month-to-month,Electronic check,Yes,104.26,6158.9,Yes
CUST-11637,Male,0,Yes,Yes,32,Yes,Fiber optic,Month-to-month,Electronic check,Yes,72.05,2313.9,No
CUST-11538,Female,0,No,No,65,Yes,No,Month-to-month,Credit card (automatic),Yes,30.8,1994.5,No
CUST-11875,Female,0,Yes,No,40,Yes,No,Month-to-month,Bank transfer (automatic),Yes,19.66,772.82,No
CUST-12099,Male,0,Yes,No,31,Yes,Fiber optic,One year,Credit card (automatic),Yes,79.01,2451.76,No
CUST-14363,Male,0,No,No,67,Yes,DSL,Month-to-month,Bank transfer (automatic),Yes,40.97,2765.0,Yes
CUST-14634,Female,0,Yes,No,13,Yes,DSL,One year,Bank transfer (automatic),No,65.36,873.49,No
CUST-13117,Female,0,No,No,23,No,DSL,Month-to-month,Bank transfer (automatic),Yes,50.57,1183.63,No
CUST-11949,Male,0,Yes,No,57,Yes,No,Month-to-month,Electronic check,Yes,22.07,1281.44,Yes
CUST-13903,Male,1,Yes,No,40,Yes,DSL,Month-to-month,Electronic check,Yes,53.81,2173.39,No
CUST-14119,Female,0,Yes,No,64,Yes,DSL,Month-to-month,Mailed check,Yes,59.22,3790.08,No
CUST-13453,Female,0,Yes,No,20,Yes,Fiber optic,One year,Bank transfer (automatic),Yes,113.35,2255.28,No
CUST-12306,Female,0,No,Yes,51,Yes,DSL,Month-to-month,Bank transfer (automatic),Yes,78.15,3974.37,No
CUST-14339,Male,1,Yes,No,36,Yes,DSL,Two year,Mailed check,Yes,44.36,1568.1,No
CUST-10009,Female,1,No,No,43,Yes,Fiber optic,Month-to-month,Credit card (automatic),No,54.93,2351.74,Yes
CUST-12568,Female,1,No,Yes,65,Yes,Fiber optic,Month-to-month,Credit card (automatic),No,107.94,6989.88,No
CUST-14772,Female,0,No,No,39,Yes,No,Month-to-month,Mailed check,No,18.0,671.39,No
CUST-12510,Female,0,No,Yes,17,Yes,No,One year,Credit card (automatic),No,32.77,547.15,No
CUST-14204,Female,0,Yes,No,42,Yes,Fiber optic,One year,Bank transfer (automatic),Yes,77.59,3257.21,Yes
CUST-12728,Male,0,Yes,No,62,Yes,No,Month-to-month,Mailed check,No,23.97,1486.1399999999999,No
CUST-10785,Female,0,No,No,50,Yes,Fiber optic,Two year,Credit card (automatic),Yes,101.03,5051.5,No
CUST-10609,Female,0,No,Yes,37,Yes,Fiber optic,Month-to-month,Mailed check,Yes,91.96,3425.29,Yes
CUST-13738,Male,1,Yes,No,33,Yes,Fiber optic,Two year,Credit card (automatic),Yes,101.06,3321.79,No
CUST-10342,Male,1,Yes,No,66,Yes,Fiber optic,Month-to-month,Credit card (automatic),Yes,69.27,4571.01,No
CUST-13790,Female,0,No,No,0,No,DSL,Month-to-month,Bank transfer (automatic),No,60.81,47.69,Yes
CUST-13565,Female,0,Yes,No,18,Yes,Fiber optic,Two year,Credit card (automatic),Yes,105.86,1895.8,No
CUST-13068,Female,0,No,Yes,42,Yes,Fiber optic,One year,Bank transfer (automatic),Yes,88.4,3696.1,No
CUST-14017,Male,0,Yes,No,70,Yes,DSL,Month-to-month,Mailed check,No,62.32,4350.86,No
CUST-12541,Male,0,Yes,Yes,52,Yes,Fiber optic,Two year,Bank transfer (automatic),Yes,94.8,4914.92,Yes
CUST-10964,Male,0,No,No,66,Yes,Fiber optic,Month-to-month,Electronic check,No,91.25,6004.36,Yes
CUST-12391,Female,0,Yes,No,0,Yes,DSL,One year,Credit card (automatic),No,59.51,18.14,Yes
CUST-11979,Female,0,Yes,Yes,2,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,77.69,128.88,Yes
CUST-10855,Male,0,Yes,No,31,Yes,DSL,Two year,Mailed check,No,49.46,1541.64,Yes
CUST-10445,Male,0,Yes,No,41,Yes,Fiber optic,Month-to-month,Electronic check,Yes,78.91,3206.83,No
CUST-11731,Male,0,Yes,No,43,Yes,No,One year,Credit card (automatic),Yes,18.0,785.64,No
CUST-14761,Male,0,Yes,No,0,Yes,DSL,Month-to-month,Mailed check,No,55.35,3.82,Yes
CUST-10405,Female,0,No,No,51,Yes,DSL,One year,Bank transfer (automatic),Yes,68.31,3495.7,No
CUST-10284,Female,1,No,No,59,Yes,Fiber optic,Month-to-month,Electronic check,Yes,73.64,4373.48,Yes
CUST-10345,Male,0,No,Yes,41,Yes,Fiber optic,Two year,Mailed check,Yes,99.02,4028.22,No
CUST-12194,Male,0,Yes,Yes,27,Yes,No,Two year,Bank transfer (automatic),No,26.79,698.46,No
CUST-12019,Female,0,Yes,No,70,Yes,Fiber optic,One year,Bank transfer (automatic),No,103.27,7203.58,Yes
CUST-11657,Male,1,No,No,17,Yes,No,Month-to-month,Bank transfer (automatic),Yes,18.75,326.69,Yes
CUST-11763,Male,0,No,No,33,No,Fiber optic,Two year,Electronic check,No,69.15,2280.68,No
CUST-13826,Female,1,Yes,Yes,31,Yes,No,Month-to-month,Mailed check,No,32.66,1032.43,No
CUST-11015,Female,1,Yes,No,69,Yes,Fiber optic,Two year,Electronic check,No,87.9,6071.57,Yes
CUST-14456,Male,0,No,Yes,3,Yes,No,Month-to-month,Mailed check,Yes,30.64,62.24,Yes
CUST-14247,Male,0,Yes,Yes,40,Yes,Fiber optic,Month-to-month,Electronic check,No,74.59,2977.43,Yes
CUST-10873,Male,0,No,No,69,Yes,Fiber optic,Month-to-month,Credit card (automatic),Yes,91.13,6252.78,No
CUST-11122,Male,0,No,No,3,Yes,Fiber optic,Two year,Bank transfer (automatic),Yes,87.08,295.76,No
CUST-14040,Female,0,No,Yes,51,No,DSL,Month-to-month,Credit card (automatic),Yes,61.99,3189.57,No
CUST-13746,Female,0,Yes,No,64,Yes,Fiber optic,Month-to-month,Mailed check,No,98.89,6393.41,No
CUST-11262,Male,0,No,Yes,56,Yes,DSL,Two year,Credit card (automatic),Yes,57.6,3213.06,No
CUST-14236,Female,1,No,No,47,Yes,Fiber optic,One year,Electronic check,No,89.93,4260.01,No
CUST-12547,Male,0,Yes,No,63,Yes,DSL,Month-to-month,Mailed check,Yes,51.66,3227.04,No
CUST-13400,Female,0,No,No,53,Yes,DSL,Month-to-month,Electronic check,No,61.9,3282.68,No
CUST-11046,Male,0,No,No,16,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,67.52,1080.14,No
CUST-14360,Female,0,No,No,6,Yes,DSL,Month-to-month,Bank transfer (automatic),Yes,54.27,329.43,No
CUST-10448,Male,0,No,No,50,Yes,Fiber optic,Two year,Electronic check,Yes,61.62,3073.95,Yes
CUST-14295,Female,0,No,Yes,72,No,No,Month-to-month,Electronic check,Yes,24.89,1808.29,Yes
CUST-14631,Male,0,Yes,Yes,49,Yes,Fiber optic,Month-to-month,Mailed check,Yes,92.93,4542.02,Yes
CUST-12416,Female,0,Yes,No,55,Yes,Fiber optic,One year,Electronic check,Yes,77.31,4241.51,No
CUST-13286,Female,0,Yes,Yes,41,Yes,Fiber optic,Month-to-month,Credit card (automatic),Yes,71.66,2935.32,Yes
CUST-13778,Male,1,No,Yes,33,Yes,Fiber optic,Month-to-month,Mailed check,Yes,74.39,2460.14,Yes
CUST-12244,Female,0,Yes,Yes,62,Yes,Fiber optic,Month-to-month,Credit card (automatic),No,86.94,5385.83,No
CUST-10498,Male,0,No,No,10,Yes,DSL,Month-to-month,Bank transfer (automatic),No,38.82,378.98,Yes
CUST-14388,Male,0,No,Yes,50,Yes,DSL,Month-to-month,Mailed check,No,69.61,3472.69,Yes
CUST-13277,Female,0,No,No,22,No,DSL,One year,Electronic check,No,63.98,1425.71,No
CUST-11807,Male,0,No,Yes,27,No,DSL,One year,Electronic check,Yes,65.5,1765.56,No
CUST-14649,Female,0,Yes,Yes,22,Yes,Fiber optic,Month-to-month,Mailed check,Yes,81.07,1754.63,Yes
CUST-12166,Female,0,Yes,Yes,66,Yes,No,Month-to-month,Mailed check,Yes,18.0,1211.09,No
CUST-14988,Male,0,Yes,No,47,Yes,Fiber optic,Two year,Credit card (automatic),No,91.7,4328.44,No
CUST-13191,Female,0,Yes,No,30,Yes,No,One year,Mailed check,No,27.75,860.25,No
CUST-11323,Female,0,Yes,No,44,Yes,Fiber optic,Two year,Credit card (automatic),No,103.18,4512.43,No
CUST-14311,Male,0,No,No,35,Yes,Fiber optic,Month-to-month,Credit card (automatic),No,101.67,3547.42,Yes
CUST-14059,Male,1,No,No,10,Yes,No,Two year,Electronic check,Yes,21.39,213.47,Yes
CUST-10452,Female,0,No,No,12,Yes,Fiber optic,One year,Electronic check,No,115.23,1403.52,No
CUST-10028,Female,0,No,No,70,No,No,Month-to-month,Credit card (automatic),Yes,18.0,1258.1,Yes
CUST-11545,Female,0,Yes,No,16,Yes,DSL,Month-to-month,Credit card (automatic),Yes,73.59,1164.67,Yes
CUST-10190,Male,0,Yes,No,24,Yes,Fiber optic,Two year,Mailed check,No,69.34,1685.34,No
CUST-10740,Male,0,No,Yes,66,Yes,No,Month-to-month,Mailed check,No,40.38,2677.34,Yes
CUST-13950,Male,1,Yes,No,36,Yes,Fiber optic,One year,Mailed check,Yes,89.73,3234.35,No
CUST-12328,Male,0,No,No,11,Yes,Fiber optic,Two year,Bank transfer (automatic),No,79.55,857.62,No
CUST-13190,Female,0,No,Yes,63,Yes,No,Month-to-month,Bank transfer (automatic),No,18.8,1192.31,No
CUST-14034,Male,0,Yes,No,44,No,DSL,Month-to-month,Credit card (automatic),Yes,47.16,2051.24,No
CUST-14731,Male,0,No,No,32,Yes,Fiber optic,One year,Bank transfer (automatic),Yes,90.64,2911.62,No
CUST-11188,Male,0,Yes,Yes,2,Yes,Fiber optic,Two year,Mailed check,Yes,89.5,197.02,Yes
CUST-14943,Male,0,Yes,Yes,3,Yes,No,Month-to-month,Mailed check,No,37.11,109.56,No
CUST-12138,Female,0,Yes,No,60,Yes,DSL,Two year,Electronic check,No,65.59,3955.92,No
CUST-12722,Female,0,No,No,37,No,Fiber optic,Two year,Electronic check,No,77.53,2875.78,No
CUST-14719,Female,1,Yes,No,42,Yes,DSL,Month-to-month,Credit card (automatic),Yes,48.28,2026.53,No
CUST-10486,Male,0,No,No,71,Yes,DSL,Month-to-month,Mailed check,No,39.46,2802.96,Yes
CUST-12014,Female,0,No,No,29,Yes,DSL,One year,Electronic check,No,54.06,1572.59,No
CUST-13510,Female,0,No,Yes,10,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,82.62,839.27,Yes
CUST-14296,Female,1,Yes,Yes,12,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),No,82.05,976.38,No
CUST-13650,Female,0,Yes,No,44,Yes,Fiber optic,Month-to-month,Electronic check,Yes,89.71,3963.67,Yes
CUST-13579,Male,0,No,Yes,60,Yes,DSL,Month-to-month,Bank transfer (automatic),Yes,58.02,3454.6,No
CUST-13462,Female,0,No,No,42,Yes,Fiber optic,One year,Bank transfer (automatic),Yes,65.69,2790.6,No
CUST-12273,Female,0,Yes,No,33,No,Fiber optic,Two year,Mailed check,No,89.22,2957.68,Yes
CUST-11268,Female,0,Yes,No,54,No,DSL,Month-to-month,Bank transfer (automatic),Yes,61.71,3337.96,No
CUST-13096,Female,0,No,Yes,24,No,Fiber optic,Two year,Credit card (automatic),Yes,85.83,2049.91,No
CUST-10208,Female,0,No,No,51,No,DSL,Month-to-month,Electronic check,No,76.13,3915.51,No
CUST-14357,Female,0,Yes,Yes,22,Yes,DSL,Two year,Credit card (automatic),No,59.67,1345.64,Yes
CUST-13547,Female,0,Yes,Yes,34,Yes,DSL,Month-to-month,Credit card (automatic),Yes,53.1,1787.19,No
CUST-12299,Female,0,No,No,34,No,DSL,Month-to-month,Electronic check,No,49.72,1698.03,Yes
CUST-12605,Male,0,Yes,No,38,No,Fiber optic,Month-to-month,Credit card (automatic),Yes,114.81,4342.34,Yes
CUST-12519,Male,1,Yes,No,35,Yes,Fiber optic,Two year,Bank transfer (automatic),Yes,61.85,2148.77,Yes
CUST-10150,Male,0,Yes,No,36,Yes,Fiber optic,One year,Credit card (automatic),Yes,73.06,2657.42,No
CUST-13215,Female,0,Yes,No,18,Yes,No,Two year,Electronic check,Yes,18.0,295.96,No
CUST-13831,Female,0,Yes,No,13,Yes,No,One year,Mailed check,No,18.0,245.42,No
CUST-10951,Female,0,Yes,No,26,Yes,Fiber optic,Month-to-month,Mailed check,Yes,91.6,2403.53,Yes
CUST-14454,Male,0,No,No,47,Yes,No,One year,Credit card (automatic),No,21.47,1009.28,No
CUST-11125,Female,0,No,No,53,Yes,No,Month-to-month,Mailed check,No,18.79,983.71,No
CUST-11686,Female,0,No,No,1,Yes,DSL,Two year,Mailed check,No,51.03,45.77,No
CUST-11459,Male,0,No,No,55,Yes,Fiber optic,Two year,Electronic check,No,91.17,5011.47,Yes
CUST-13808,Male,0,No,No,33,Yes,DSL,Two year,Electronic check,Yes,53.61,1790.12,No
CUST-11953,Female,0,Yes,No,69,Yes,No,Month-to-month,Electronic check,Yes,25.78,1782.96,Yes
